query_id,query_text,bm25_result_count,semantic_result_count,candidate_union_count,candidate_intersection_count,result_count,precision_at_5,recall_at_5,mrr_at_5,ndcg_at_5,precision_at_10,recall_at_10,mrr_at_10,ndcg_at_10,precision_at_20,recall_at_20,mrr_at_20,ndcg_at_20
query_000001,NeonFit women's dresses review,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.46961264545719794
query_000002,best smartphones,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000003,PureComfort Activewear,0,100,100,0,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000004,BrainBoost Outdoor Toys,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000005,affordable cameras for everyday use,100,100,126,74,20,0.2,0.0196078431372549,0.2,0.0781764177375172,0.3,0.058823529411764705,0.2,0.16176591613785735,0.3,0.11764705882352941,0.2,0.2537197414919339
query_000006,PureBloom skincare review,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000007,PureBite Baking,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000008,BrainBoost Puzzles,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.4285714285714286
query_000009,DriveSafe Oils & Fluids,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000010,affordable tires for everyday use,100,100,134,66,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0196078431372549,0.08333333333333333,0.08967814107189837
query_000011,affordable oils & fluids for everyday use,100,100,104,96,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000012,TrailMaster Cycling,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000013,ChefElite furniture review,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000014,affordable camping gear for everyday use,100,100,135,65,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.05555555555555555,0.04421692176748676
query_000015,AdventureZone Board Games,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000016,ReadersGate Fiction,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000017,CleanShield Vitamins,0,100,100,0,20,0.8,0.08,1.0,0.6583626208346486,0.7,0.14,1.0,0.5903497593023685,0.85,0.34,1.0,0.7874052766904173
query_000018,best spices,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.4366401114579206
query_000019,best skincare,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.47407308375660406
query_000020,affordable puzzles for everyday use,100,100,121,79,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000021,best baking,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000022,affordable activewear for everyday use,100,100,150,50,20,0.6,0.058823529411764705,1.0,0.43062490815403953,0.4,0.0784313725490196,1.0,0.3716570177761876,0.4,0.1568627450980392,1.0,0.4370542546050967
query_000023,best tires,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000024,NovaDigital smartphones review,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000025,OrganicRoots beverages review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000026,best fitness equipment,0,100,100,0,20,1.0,0.1,1.0,0.5181822849033656,1.0,0.2,1.0,0.5518406486177496,0.95,0.38,1.0,0.46251415004806623
query_000027,best air quality,100,100,114,86,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000028,best puzzles,0,100,100,0,20,1.0,0.1,1.0,0.6864231448093615,1.0,0.2,1.0,0.7523405950706065,1.0,0.4,1.0,0.7480561999533878
query_000029,FunCraft Puzzles,0,100,100,0,20,1.0,0.1,1.0,0.9026211001048624,1.0,0.2,1.0,0.8481064169964802,1.0,0.4,1.0,0.7369372182637275
query_000030,QuantumTech Laptops,0,100,100,0,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000031,CozyNest Furniture,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000032,HomeCraft Cookware,0,100,100,0,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000033,best organic,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000034,PureBite Organic,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000035,NatureScent Fragrance,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000036,SilkTouch makeup review,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000037,MechPro Tires,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000038,HomeCraft bedding review,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000039,FitGear Pro Fitness Equipment,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000040,AutoGuard car accessories review,0,100,100,0,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000041,best hair care,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000042,PlayWorld board games review,50,100,100,50,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000043,CleanShield paper goods review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000044,BrainBoost Educational,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.4285714285714286
query_000045,affordable women's dresses for everyday use,100,100,107,93,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,0.9808928620658781
query_000046,MechPro tools & equipment review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000047,FarmFresh baking review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000048,SilkTouch Skincare,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.4737541468443324
query_000049,RadianceCo Skincare,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.4781643173878832
query_000050,affordable headphones for everyday use,100,100,142,58,20,1.0,0.09803921568627451,1.0,0.5958337834156117,0.6,0.11764705882352941,1.0,0.49879948007297403,0.35,0.13725490196078433,1.0,0.4482026893005336
query_000051,best smartphones,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000052,AtlasBooks Non-Fiction,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.5226523028971198
query_000053,ModernSpace Storage,0,100,100,0,20,0.2,0.02,0.2,0.04373502583744727,0.1,0.02,0.2,0.028381039213873666,0.1,0.04,0.2,0.031111075412456262
query_000054,affordable spices for everyday use,100,100,103,97,20,1.0,0.1,1.0,0.5254743443638903,1.0,0.2,1.0,0.4914547903708801,0.85,0.34,1.0,0.4349165211878619
query_000055,PlayWorld Puzzles,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000056,affordable wearables for everyday use,100,100,130,70,20,0.2,0.0196078431372549,0.2,0.0781764177375172,0.5,0.09803921568627451,0.2,0.25688206432167593,0.3,0.11764705882352941,0.2,0.26889943175141473
query_000057,affordable cameras for everyday use,100,100,126,74,20,0.2,0.0196078431372549,0.2,0.0781764177375172,0.3,0.058823529411764705,0.2,0.16176591613785735,0.3,0.11764705882352941,0.2,0.2537197414919339
query_000058,best men's shirts,50,100,100,50,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000059,affordable action figures for everyday use,100,100,108,92,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,0.9610356205236673
query_000060,RoadMaster Tools & Equipment,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000061,affordable yoga for everyday use,100,100,104,96,20,1.0,0.1,1.0,0.9250256699929476,1.0,0.2,1.0,0.7507362615372718,0.9,0.36,1.0,0.7102645178872117
query_000062,best lighting,0,100,100,0,20,1.0,0.1,1.0,0.7442890884191097,1.0,0.2,1.0,0.7474777742160431,1.0,0.4,1.0,0.8154715399530582
query_000063,CleanShield Cleaning,0,100,100,0,20,0.0,0.0,0.0,0.0,0.1,0.02,0.125,0.023143740645592423,0.05,0.02,0.125,0.015987564823514794
query_000064,KidGenius puzzles review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000065,OrganicRoots Spices,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.4366401114579206
query_000066,affordable tools & equipment for everyday use,100,100,126,74,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.05,0.05615257226102655
query_000067,best comics,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000068,affordable baking for everyday use,100,100,128,72,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000069,EcoFresh air quality review,100,100,116,84,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000070,ZenYoga Swimming,0,100,100,0,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.44735141175290116
query_000071,best wearables,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000072,best action figures,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.4866732088699589
query_000073,PenPoint Press children's books review,100,100,100,100,20,0.6,0.058823529411764705,1.0,0.3901571199623462,0.5,0.09803921568627451,1.0,0.39366168141937385,0.5,0.19607843137254902,1.0,0.4241387552587446
query_000074,affordable non-fiction for everyday use,100,100,146,54,20,0.6,0.058823529411764705,0.3333333333333333,0.26625042940766924,0.4,0.0784313725490196,0.3333333333333333,0.2557838121331879,0.3,0.11764705882352941,0.3333333333333333,0.29913494241939825
query_000075,affordable action figures for everyday use,100,100,108,92,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,0.9610356205236673
query_000076,affordable tools & equipment for everyday use,100,100,126,74,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.05,0.05615257226102655
query_000077,best vitamins,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000078,best fitness equipment,0,100,100,0,20,1.0,0.1,1.0,0.5181822849033656,1.0,0.2,1.0,0.5518406486177496,0.95,0.38,1.0,0.46251415004806623
query_000079,FarmFresh Spices,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.4366401114579206
query_000080,SilkTouch Fragrance,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000081,best jackets,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000082,BrainBoost action figures review,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000083,EleganceWear jackets review,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000084,StoryWeave Textbooks,0,100,100,0,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000085,best furniture,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000086,affordable lighting for everyday use,100,100,121,79,20,0.0,0.0,0.0,0.0,0.3,0.06,0.16666666666666666,0.21801641453242446,0.2,0.08,0.16666666666666666,0.15349555475599538
query_000087,best men's shirts,50,100,100,50,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000088,best fragrance,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000089,ApexVision Smartphones,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.46292724659803963,1.0,0.4,1.0,0.5718423645985699
query_000090,best first aid,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000091,affordable educational for everyday use,100,100,140,60,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000092,WellnessPlus Vitamins,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000093,BrightMinds Children's Books,100,100,100,100,20,0.8,0.0784313725490196,1.0,0.5176573656780945,0.5,0.09803921568627451,1.0,0.4459061724662668,0.6,0.23529411764705882,1.0,0.5125913339714208
query_000094,affordable board games for everyday use,100,100,107,93,20,1.0,0.1,1.0,0.8151510484299679,0.8,0.16,1.0,0.6027083916626695,0.4,0.16,1.0,0.38896831662189346
query_000095,best fitness equipment,0,100,100,0,20,1.0,0.1,1.0,0.5181822849033656,1.0,0.2,1.0,0.5518406486177496,0.95,0.38,1.0,0.46251415004806623
query_000096,affordable board games for everyday use,100,100,107,93,20,1.0,0.1,1.0,0.8151510484299679,0.8,0.16,1.0,0.6027083916626695,0.4,0.16,1.0,0.38896831662189346
query_000097,VitaLife paper goods review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000098,affordable men's shirts for everyday use,100,100,109,91,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,0.8,0.3137254901960784,1.0,0.7245672996803463
